assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,11,279,100,100,5,193488,1,,0,0,-8,8,356.1,88,62,3,,2,3,4.2,7.9,5,Anwar,4.2,17,8,142.2,64,36,45,False,421.4,161,60,1349,,2021-03-06T20:30:26.625281Z,52,0,0,1,0,,193488.jpg,3.7,0,0,El Ghazi,1.3,False,None,a,2,7,647.0,49,28,93,606984,4338,534023,3876,0.8,17.9,El Ghazi,2
0,8,552,100,100,12,199798,None,,0,0,2,-2,32.3,361,128,None,,1,2,2.4,4.3,8,Ezri,2.4,41,2,92.4,145,35,46,False,642.2,49,12,2925,,2020-12-17T18:30:14.260503Z,47,0,0,None,0,,199798.jpg,3.5,0,0,Konsa Ngoyo,6.5,False,None,a,2,7,246.0,150,22,114,1416595,7140,1023557,6261,0.5,24.3,Konsa,3
0,0,0,0,0,0,203368,None,,0,0,-2,2,0.0,564,226,None,,0,2,0.0,0.0,0,Frédéric,0.0,0,0,0.0,588,225,47,False,0.0,578,225,0,Joined Strasbourg on loan until the end of the season on 31/1.,2021-01-31T20:00:26.030939Z,43,0,0,None,0,,203368.jpg,0.0,0,0,Guilbert,0.1,False,None,u,2,7,0.0,547,220,0,2055,0,10187,8,0.0,0.0,Guilbert,0
0,0,6,100,100,0,213345,None,,0,0,0,0,1.1,452,66,None,,0,4,0.4,0.3,1,Wesley,0.4,1,0,2.1,462,61,48,False,3.0,482,62,13,,2020-08-15T10:00:11.458856Z,60,0,0,None,0,,213345.jpg,1.0,0,0,Moraes,0.0,False,None,a,2,7,17.0,388,61,2,2393,187,2394,94,0.1,0.3,Wesley,0
0,0,0,0,0,0,217487,None,,0,0,-1,1,0.0,702,91,None,,0,4,0.0,0.0,0,Mbwana,0.0,0,0,0.0,702,91,49,False,0.0,701,90,0,Joined Fenerbahce on a permanent deal on 25/9,2020-09-25T09:00:10.072147Z,59,0,0,None,0,,217487.jpg,0.0,0,0,Samatta,0.0,False,None,u,2,7,0.0,701,91,0,1633,0,8473,6,0.0,0.0,Samatta,0
1,0,84,100,100,1,221239,None,,0,0,-3,3,76.7,297,46,None,,0,4,2.0,3.5,3,Keinan,2.0,1,1,31.6,340,49,50,False,77.2,380,48,260,,2020-11-24T23:00:18.514322Z,42,0,0,None,0,,221239.jpg,1.6,0,0,Davis,7.7,False,None,a,2,7,165.0,201,49,22,1335375,7587,1831472,12133,0.5,5.2,Davis,0
0,0,0,0,0,0,223349,None,,0,0,-2,2,0.0,568,71,None,,0,4,0.0,0.0,0,Indiana,0.0,0,0,0.0,591,73,51,False,0.0,581,66,0,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17T16:30:17.739025Z,43,0,0,None,0,,223349.jpg,0.0,0,0,Vassilev,0.5,False,None,u,2,7,0.0,551,72,0,63562,0,164407,96,0.0,0.0,Vassilev,0
2,0,341,100,100,12,230046,None,,0,0,-2,2,291.2,126,84,5,,0,3,2.0,3.5,5,Douglas Luiz,2.0,38,0,86.5,167,91,52,False,383.4,181,70,2674,,2020-12-12T15:00:17.663312Z,48,0,0,None,0,,230046.jpg,2.2,1,0,Soares de Paulo,0.2,False,None,a,2,7,187.0,187,99,69,32272,298,47402,147,0.4,14.4,Douglas Luiz,8
2,4,286,100,100,8,88894,2,,0,0,-2,2,579.3,37,28,4,,1,3,2.6,4.7,5,Ross,2.6,24,3,128.6,77,46,106,False,274.2,238,99,1566,,2020-11-21T17:30:18.042216Z,58,0,0,None,0,,88894.jpg,2.9,0,0,Barkley,0.8,False,None,a,2,7,431.0,79,45,76,516367,480,516896,573,0.4,13.1,Barkley,0
2,8,468,75,100,11,199796,None,,0,0,0,0,352.9,89,19,None,,1,2,0.2,-0.1,2,Matthew,0.2,35,0,98.7,126,26,496,False,520.8,90,35,2373,Muscle injury - 75% chance of playing,2021-05-13T21:30:25.872699Z,50,0,0,None,0,,199796.jpg,3.2,1,0,Cash,0.8,False,None,d,2,7,110.0,257,79,89,220643,842,204453,1453,0.0,17.8,Cash,6
8,15,476,None,None,14,178301,None,,0,0,5,-5,541.7,44,3,None,,3,4,3.4,6.3,-1,Ollie,3.4,41,13,285.6,6,2,514,False,734.8,25,4,3058,,None,65,0,1,3,0,,178301.jpg,4.5,1,0,Watkins,25.2,False,None,a,2,7,1587.0,2,1,152,4592538,18102,2739210,149456,0.5,23.4,Watkins,2
5,4,344,100,100,11,110504,4,,0,0,-2,2,440.3,65,46,1,,1,3,3.6,6.7,9,Bertrand,3.6,28,6,166.9,47,29,540,False,451.8,135,49,2090,,2021-04-10T19:30:21.577040Z,58,0,0,None,0,,110504.jpg,3.5,0,0,Traoré,0.8,False,None,a,2,7,776.0,35,19,115,254849,7682,205381,1791,0.6,19.8,Traoré,1
0,0,69,None,None,2,232653,None,,0,0,0,0,78.5,291,165,None,,0,3,1.0,1.5,2,Jacob,1.0,7,0,21.5,369,168,554,False,64.4,396,170,516,,None,45,0,0,None,0,,232653.jpg,1.2,0,0,Ramsey,0.1,False,None,a,2,7,74.0,308,153,25,16278,175,13652,125,0.2,5.6,Ramsey,0
0,0,29,0,50,1,122775,5,,0,0,0,0,28.8,368,184,None,,0,3,0.0,-0.2,0,Morgan,0.0,4,0,6.2,435,190,647,False,25.8,433,185,288,Lack of match fitness - Expected back 19 May,2021-04-10T19:30:21.667439Z,55,0,0,None,0,,122775.jpg,1.1,0,0,Sanson,0.0,False,None,i,2,7,10.0,406,188,10,698,8,630,11,0.0,1.8,Sanson,3
0,0,0,None,None,0,465390,None,,0,0,0,0,0.0,638,260,None,,0,3,0.0,-0.5,0,Kaine,0.0,0,0,0.0,654,261,671,False,0.0,649,260,0,,None,45,0,0,None,0,,465390.jpg,0.0,0,0,Hayden,0.0,False,None,a,2,7,0.0,629,258,0,339,18,243,16,0.0,0.0,Hayden,0
0,0,0,None,None,0,478912,None,,0,0,0,0,0.0,640,262,None,,0,3,0.0,-0.5,0,Carney,0.0,0,0,0.0,655,262,672,False,0.0,651,262,0,,None,45,0,0,None,0,,478912.jpg,0.0,0,0,Chukwuemeka,0.0,False,None,a,2,7,0.0,630,259,0,263,19,175,12,0.0,0.0,Chukwuemeka,0
0,0,0,None,None,0,481624,None,,0,0,-1,1,0.0,595,233,None,,0,3,0.0,-0.5,0,Jaden,0.0,0,0,0.0,615,235,683,False,0.0,606,232,0,,None,44,0,0,None,0,,481624.jpg,0.0,0,0,Philogene-Bidace,0.0,False,None,a,2,7,0.0,581,227,0,221,25,145,15,0.0,0.0,Philogene-Bidace,0
0,0,0,0,0,0,20529,None,,0,0,-2,2,0.0,663,83,None,,0,4,0.0,0.0,0,Glenn,0.0,0,0,0.0,674,84,53,False,0.0,671,81,0,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,48,0,0,None,0,,20529.jpg,0.0,0,0,Murray,0.1,False,None,u,3,36,0.0,655,84,0,5020,0,18710,5,0.0,0.0,Murray,0
1,2,245,75,0,5,39155,5,,0,0,-3,3,348.3,94,64,None,,0,3,0.2,0.0,0,Adam,0.8,15,1,87.8,161,88,54,False,241.8,261,112,1475,Calf injury - 75% chance of playing,2021-04-29T13:00:22.126322Z,62,0,0,None,0,,39155.jpg,2.0,0,0,Lallana,0.3,False,None,d,3,36,292.0,124,71,55,44089,53,110134,658,0.1,8.9,Lallana,0
7,11,477,None,None,10,60307,1,,0,0,-2,2,1026.4,6,4,1,,0,3,4.3,4.8,6,Pascal,4.8,23,3,196.6,29,19,57,False,575.6,70,21,2209,,None,58,0,1,1,0,,60307.jpg,3.5,0,0,Groß,0.4,False,None,a,3,36,365.0,93,54,107,157466,4361,150420,987,0.8,18.4,Groß,3
0,0,0,0,0,0,61933,None,,0,0,-2,2,0.0,551,222,None,,0,2,0.0,0.0,0,Shane,0.0,0,0,0.0,576,221,58,False,0.0,566,221,0,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,43,0,0,None,0,,61933.jpg,0.0,0,0,Duffy,0.0,False,None,u,3,36,0.0,534,216,0,662,0,5551,3,0.0,0.0,Duffy,0
0,0,38,25,100,0,66242,None,,0,0,-3,3,5.1,431,197,None,,0,3,-0.1,0.0,0,Davy,0.0,2,0,8.2,418,182,59,False,24.0,436,187,209,Ankle injury - 25% chance of playing,2021-05-13T13:30:24.471602Z,47,0,0,None,0,,66242.jpg,1.3,0,0,Pröpper,0.0,False,None,d,3,36,52.0,337,166,9,2001,11,7058,21,0.0,1.9,Pröpper,0
0,0,0,0,0,0,74471,None,,0,0,0,0,0.0,684,280,None,,0,3,0.0,0.0,0,Aaron,0.0,0,0,0.0,692,280,60,False,0.0,689,280,0,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50,0,0,None,0,,74471.jpg,0.0,0,0,Mooy,0.0,False,None,u,3,36,0.0,680,278,0,9990,0,11302,2,0.0,0.0,Mooy,0
0,0,269,100,100,6,78916,None,,0,0,-3,3,175.4,201,48,None,,0,2,2.7,3.2,1,Dan,3.2,23,0,63.5,239,75,61,False,293.4,224,88,1787,,2021-03-14T15:00:17.842923Z,42,1,0,None,0,,78916.jpg,2.2,0,0,Burn,0.7,False,None,a,3,36,170.0,196,48,53,96026,2225,99873,1159,0.8,12.6,Burn,5
0,17,611,0,100,11,83299,None,,0,0,-1,1,135.5,222,57,3,,3,2,0.0,4.8,3,Lewis,4.8,38,5,127.6,78,13,62,False,696.4,31,9,2842,Suspended until 23 May,2021-05-09T15:30:25.704864Z,49,1,0,None,0,,83299.jpg,4.0,2,0,Dunk,7.1,False,None,s,3,36,442.0,76,3,129,1120739,4730,1147782,164509,1.0,26.3,Dunk,5
0,0,0,0,0,0,86153,None,,0,0,0,0,0.0,602,233,None,,0,2,0.0,0.0,0,Martín,0.0,0,0,0.0,621,232,63,False,0.0,613,232,0,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45,0,0,None,0,,86153.jpg,0.0,0,0,Montoya,0.0,False,None,u,3,36,0.0,588,228,0,210,0,1059,1,0.0,0.0,Montoya,0
0,0,0,25,25,0,93284,None,,0,0,-2,2,0.0,671,85,None,,0,4,-0.1,0.0,0,Florin,0.0,0,0,0.0,680,86,64,False,0.0,677,83,0,Lack of match fitness - 25% chance of playing,2020-09-12T09:00:10.364918Z,48,0,0,None,0,,93284.jpg,0.0,0,0,Andone,0.1,False,None,d,3,36,0.0,663,86,0,14028,52,31830,56,0.0,0.0,Andone,0
2,6,283,0,0,7,109345,None,,0,0,-1,1,414.3,73,51,None,,1,3,0.0,0.0,0,Solomon,0.0,25,2,110.5,102,58,65,False,368.6,187,74,1670,Knee injury - Expected back 29 May,2021-02-04T00:30:21.968227Z,49,0,0,None,0,,109345.jpg,3.3,0,0,March,0.4,False,None,i,3,36,322.0,112,65,69,296480,38,290592,196,0.0,14.1,March,0
0,0,416,100,100,9,110735,None,,0,0,-2,2,93.4,268,73,None,,0,2,3.3,3.8,1,Adam,3.8,30,0,72.5,210,61,66,False,415.2,164,65,2324,,2021-02-06T18:00:25.824469Z,43,0,0,None,0,,110735.jpg,2.9,0,0,Webster,1.0,False,None,a,3,36,217.0,170,32,76,124798,3004,251706,883,0.9,17.7,Webster,3
1,10,432,25,100,9,111478,None,,0,0,-1,1,366.0,84,18,None,,2,2,0.8,3.5,0,Joël,3.5,27,1,102.1,120,23,67,False,484.4,116,41,2280,Calf injury - 25% chance of playing,2021-05-09T17:00:24.489596Z,44,0,0,None,0,,111478.jpg,3.4,0,0,Veltman,1.9,False,None,d,3,36,169.0,197,49,96,356401,958,232686,31866,0.8,21.8,Veltman,3
2,12,334,0,100,10,115382,None,,0,0,-6,6,443.2,64,6,None,,1,4,0.0,1.0,-1,Neal,1.0,34,8,198.5,27,8,68,False,442.2,143,16,2508,Suspended until 23 May,2021-05-09T15:30:25.744659Z,59,0,1,3,0,,115382.jpg,3.2,1,0,Maupay,2.4,False,None,s,3,36,1103.0,13,8,105,1114741,503,1120818,20879,0.2,17.8,Maupay,1
6,13,365,100,100,11,116216,3,,-1,1,-4,4,673.7,25,21,2,,4,3,1.3,1.8,1,Leandro,1.8,29,4,187.4,36,23,69,False,492.8,108,38,2414,,2020-11-07T00:00:21.373051Z,56,0,0,None,0,,116216.jpg,3.7,0,0,Trossard,2.0,False,None,a,3,36,707.0,42,22,119,656955,5019,562882,8889,0.3,21.2,Trossard,2
1,0,92,100,100,0,165210,None,,0,0,-1,1,130.9,230,137,None,,0,3,0.3,0.8,1,Alireza,0.8,7,0,37.2,321,144,71,False,62.6,398,171,355,,2021-01-11T22:30:26.203805Z,54,0,0,None,0,,165210.jpg,1.1,0,0,Jahanbakhsh,0.0,False,None,a,3,36,180.0,193,100,20,2492,40,5247,16,0.1,3.7,Jahanbakhsh,2
0,0,2,100,100,0,167473,None,,0,0,0,0,1.3,449,203,None,,0,3,-0.3,0.2,0,José,0.2,0,0,1.2,479,201,72,False,3.2,480,204,8,,2020-08-15T10:00:11.482611Z,55,0,0,None,0,,167473.jpg,1.0,0,0,Izquierdo,0.0,False,None,a,3,36,7.0,415,195,1,10535,17,10545,14,0.0,0.2,Izquierdo,0
0,0,0,0,0,0,178173,None,,0,0,-1,1,0.0,582,232,None,,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,602,231,73,False,0.0,593,231,0,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,44,0,0,None,0,,178173.jpg,0.0,0,0,Clarke,0.0,False,None,u,3,36,0.0,566,227,0,339,0,714,1,0.0,0.0,Clarke,0
0,5,524,100,100,12,198869,None,,0,0,0,0,146.2,216,53,None,,1,2,2.0,2.5,1,Ben,2.5,39,0,69.1,221,69,74,False,425.4,157,61,2922,,2021-04-20T22:00:23.623317Z,45,0,0,None,0,,198869.jpg,3.0,1,0,White,2.0,False,None,a,3,36,117.0,252,74,100,313262,7259,285811,2494,0.6,22.2,White,3
0,0,30,0,0,0,209362,None,,0,0,-1,1,32.4,360,127,None,,0,2,0.0,0.0,0,Bernardo,0.0,3,0,12.8,399,146,75,False,27.2,430,165,205,Joined Red Bull Salzburg on loan until the end of the season on 19/1,2021-01-20T23:30:17.856679Z,39,0,0,None,0,,209362.jpg,1.7,0,0,Fernandes da Silva Junior,4.1,False,None,u,3,36,69.0,314,104,5,319447,0,905890,1656,0.0,1.3,Bernardo,0
0,2,439,100,100,11,227127,None,,0,0,-1,1,265.0,142,91,None,,0,3,1.7,2.2,1,Yves,2.2,37,1,92.6,143,79,76,False,472.4,126,46,2842,,2021-01-02T20:30:19.121459Z,44,0,0,None,0,,227127.jpg,2.2,1,0,Bissouma,1.6,False,None,a,3,36,192.0,184,98,72,372691,3241,560032,1986,0.5,16.4,Bissouma,7
3,2,156,0,0,2,232792,None,,0,0,1,-1,162.9,208,50,None,,0,2,0.0,0.0,0,Tariq,0.0,15,1,46.7,283,91,77,False,147.8,326,125,887,Hamstring injury - Unknown return date,2020-12-18T14:00:20.367107Z,46,0,0,None,0,,232792.jpg,3.2,1,0,Lamptey,2.2,False,None,i,3,36,156.0,209,55,35,1223874,43,1312366,834,0.0,7.6,Lamptey,2
1,2,92,100,100,1,233425,None,,0,0,-3,3,63.3,317,48,None,,0,4,-0.3,0.2,0,Aaron,0.2,15,2,46.0,285,41,78,False,103.0,361,44,738,,2021-03-31T21:30:21.257761Z,52,0,0,None,0,,233425.jpg,2.3,0,0,Connolly,0.3,False,None,a,3,36,297.0,121,39,37,84562,134,111756,140,0.0,7.1,Connolly,0
0,3,112,100,100,4,235382,None,,-1,1,-4,4,136.9,219,131,None,,1,3,-0.5,0.0,0,Steven,0.0,15,1,32.8,335,150,79,False,117.6,346,146,738,,2021-01-11T22:30:26.268264Z,41,0,0,None,0,,235382.jpg,2.4,0,0,Alzate,0.6,False,None,a,3,36,72.0,310,155,29,204229,2543,200175,931,0.0,7.1,Alzate,2
1,3,137,100,100,5,243016,4,,0,0,-2,2,170.3,202,123,4,,0,3,0.7,1.2,1,Alexis,1.2,10,1,52.9,268,124,80,False,161.0,314,133,953,,2021-02-01T16:30:27.126938Z,53,0,0,None,0,,243016.jpg,2.3,0,0,Mac Allister,0.0,False,None,a,3,36,199.0,179,97,44,4873,32,7760,29,0.2,8.3,Mac Allister,1
0,0,0,100,100,0,108813,None,,0,0,0,0,0.0,501,23,None,,0,1,-0.5,0.0,0,Christian,0.0,0,0,0.0,531,49,503,False,0.0,522,50,0,,2020-09-12T09:00:11.155698Z,40,0,0,None,0,,108813.jpg,0.0,0,0,Walton,1.1,False,None,a,3,36,0.0,478,19,0,65486,126,100376,397,0.0,0.0,Walton,0
0,0,0,None,None,0,49262,None,,0,0,-1,1,0.0,481,13,None,,0,1,-0.5,0.0,0,Jason,0.0,0,0,0.0,513,41,528,False,0.0,504,42,0,,None,39,0,0,None,0,,49262.jpg,0.0,0,0,Steele,0.8,False,None,a,3,36,0.0,456,9,0,112184,1289,69067,630,0.0,0.0,Steele,0
0,0,3,0,0,0,220738,None,,0,0,0,0,0.0,615,243,None,,0,3,0.0,0.0,0,Jayson,0.0,0,0,0.0,631,244,550,False,0.0,624,242,1,Joined Preston North End on loan until the end of the season on 5/1. - Expected back 01 Jul,2021-01-11T12:00:22.222847Z,45,0,0,None,0,,220738.jpg,1.0,0,0,Molumby,0.0,False,None,u,3,36,0.0,601,237,1,2278,0,2351,2,0.0,0.2,Molumby,0
0,0,17,None,None,0,204676,None,,0,0,0,0,7.1,426,60,None,,0,4,-0.3,0.2,1,Andi,0.2,1,0,9.9,412,54,574,False,10.0,464,58,132,,None,50,0,0,None,0,,204676.jpg,1.0,0,0,Zeqiri,0.1,False,None,a,3,36,82.0,297,52,7,15770,134,13550,148,0.0,1.4,Zeqiri,0
4,12,255,100,100,6,50175,None,,0,0,0,0,253.5,152,21,None,,2,4,4.0,4.5,2,Danny,4.5,16,5,111.4,97,23,588,False,283.4,232,24,1423,,2020-12-30T00:00:15.304730Z,55,0,1,2,0,,50175.jpg,3.6,0,0,Welbeck,0.8,False,None,a,3,36,584.0,52,22,79,288756,7755,239304,4314,0.8,14.4,Welbeck,0
0,8,467,None,None,10,215059,None,,0,0,1,-1,0.0,650,67,None,,3,1,4.0,4.5,1,Robert,4.5,22,0,49.7,277,18,597,False,493.2,106,18,2160,,None,46,0,0,None,0,,215059.jpg,4.0,0,60,Sánchez,3.5,False,None,a,3,36,2.0,437,3,97,483221,4600,213791,5337,1.0,21.1,Sánchez,1
0,0,14,100,75,0,230127,None,,0,0,-6,6,11.5,406,192,None,,0,3,-0.5,0.0,0,Percy,0.0,1,0,2.5,457,196,627,False,7.6,469,197,84,,2021-04-02T22:00:21.344222Z,49,0,0,None,0,,230127.jpg,1.5,0,0,Tau,0.0,False,None,a,3,36,6.0,419,196,3,5313,24,4704,20,0.0,0.6,Tau,0
0,0,36,100,100,2,243505,None,,0,0,0,0,50.4,335,176,None,,0,3,0.7,1.2,1,Jakub,1.2,5,0,21.5,370,169,628,False,46.2,412,176,373,,2021-01-14T22:00:27.325395Z,50,0,0,None,0,,243505.jpg,1.7,0,0,Moder,0.0,False,None,a,3,36,119.0,249,126,15,1754,56,930,52,0.2,3.0,Moder,0
0,0,3,None,None,0,465572,None,,0,0,0,0,0.0,639,261,None,,0,3,-0.5,0.0,0,Reda,0.0,0,0,0.2,500,213,630,False,0.0,650,261,4,,None,45,0,0,None,0,,465572.jpg,1.0,0,0,Khadra,0.0,False,None,a,3,36,2.0,435,201,1,616,27,456,11,0.0,0.2,Khadra,0
0,0,0,None,None,0,244848,None,,0,0,0,0,0.0,620,248,None,,0,3,-0.5,0.0,0,Teddy,0.0,0,0,0.0,636,249,631,False,0.0,629,247,0,,None,45,0,0,None,0,,244848.jpg,0.0,0,0,Jenks,0.0,False,None,a,3,36,0.0,606,242,0,450,25,348,12,0.0,0.0,Jenks,0
0,0,0,0,0,0,215062,None,,0,0,0,0,0.0,611,240,None,,0,3,0.0,0.0,0,Max,0.0,0,0,0.0,627,241,632,False,0.0,619,238,0,Joined Lincoln City on a permanent deal on 1/2,2021-02-02T00:00:26.759828Z,45,0,0,None,0,,215062.jpg,0.0,0,0,Sanders,0.0,False,None,u,3,36,0.0,597,234,0,105,0,101,0,0.0,0.0,Sanders,0
0,0,0,None,None,0,440241,None,,0,0,0,0,0.0,626,253,None,,0,3,-0.5,0.0,0,Jensen,0.0,0,0,0.0,642,254,633,False,0.0,637,253,0,,None,45,0,0,None,0,,440241.jpg,0.0,0,0,Weir,0.0,False,None,a,3,36,0.0,613,247,0,802,44,643,25,0.0,0.0,Weir,0
0,0,0,None,None,0,209288,None,,0,0,-1,1,0.0,487,16,None,,0,1,-0.5,0.0,0,Thomas,0.0,0,0,0.0,518,43,662,False,0.0,509,44,0,,None,39,0,0,None,0,,209288.jpg,0.0,0,0,McGill,0.3,False,None,a,3,36,0.0,463,12,0,40894,443,15473,395,0.0,0.0,McGill,0
0,0,0,None,None,0,442229,None,,0,0,0,0,0.0,627,235,None,,0,2,-0.5,0.0,0,Michal,0.0,0,0,0.0,643,234,663,False,0.0,638,234,0,,None,45,0,0,None,0,,442229.jpg,0.0,0,0,Karbownik,0.0,False,None,a,3,36,0.0,615,230,0,1226,52,948,39,0.0,0.0,Karbownik,0
0,0,0,None,None,0,486672,None,,0,0,0,0,0.0,687,282,None,,0,3,-0.5,0.0,0,Moisés,0.0,0,0,0.0,694,282,664,False,0.0,691,282,0,,None,50,0,0,None,0,,486672.jpg,0.0,0,0,Caicedo,0.0,False,None,a,3,36,0.0,683,281,0,449,20,327,13,0.0,0.0,Caicedo,0
0,0,33,75,75,0,40845,None,,0,0,-3,3,8.3,420,194,None,,0,3,-0.4,-0.4,0,Dale,0.0,4,0,8.0,419,183,55,False,31.0,429,184,257,Ankle injury - 75% chance of playing,2021-05-13T16:00:25.250991Z,42,0,0,None,0,,40845.jpg,1.1,0,0,Stephens,3.1,False,None,d,4,90,41.0,352,170,8,365237,262,1032178,1660,0.0,1.9,Stephens,1
0,9,501,100,100,11,17761,None,,0,0,-2,2,145.5,217,54,None,,1,2,4.7,4.7,9,James,5.2,42,1,119.0,90,17,81,False,710.6,29,7,2970,,2020-09-17T22:00:10.017429Z,53,0,0,None,0,,17761.jpg,3.2,0,0,Tarkowski,2.6,False,None,a,4,90,328.0,107,8,106,276048,18343,477602,2380,1.0,20.0,Tarkowski,6
0,0,28,25,100,0,17997,None,,0,0,-1,1,12.9,397,151,None,,0,2,-0.1,-0.5,0,Phil,0.0,8,0,5.9,438,164,82,False,39.4,418,161,273,Hernia - 25% chance of playing,2021-05-13T16:00:25.397601Z,44,0,0,None,0,,17997.jpg,0.5,0,0,Bardsley,0.2,False,None,d,4,90,6.0,416,158,2,13257,25,43835,80,0.0,0.5,Bardsley,2
3,5,203,100,100,3,39487,5,,0,0,-2,2,77.0,295,85,None,,0,2,-0.5,-0.5,0,Erik,0.0,19,0,34.0,331,116,83,False,199.4,280,110,1260,,2021-04-04T17:00:20.419559Z,43,1,0,None,0,,39487.jpg,2.5,0,0,Pieters,0.4,False,None,a,4,90,63.0,323,109,50,134366,123,195306,684,0.0,11.6,Pieters,1
0,0,117,100,100,4,40145,None,,0,0,0,0,82.0,284,162,None,,0,3,1.7,1.7,3,Jack,2.2,17,0,27.1,351,155,84,False,115.6,349,148,1095,,2021-03-04T13:30:22.828817Z,50,0,0,None,0,,40145.jpg,2.1,0,0,Cork,0.0,False,None,a,4,90,72.0,311,156,27,11445,89,11842,26,0.4,5.4,Cork,2
0,1,85,0,0,1,41674,None,,0,0,-2,2,12.0,402,153,None,,0,2,0.0,0.0,0,Kevin,0.0,13,0,14.0,395,144,85,False,102.6,362,138,636,Achilles injury - Unknown return date,2021-03-23T20:30:23.166236Z,43,0,0,None,0,,41674.jpg,1.8,0,0,Long,0.1,False,None,i,4,90,25.0,377,141,14,13145,48,22527,114,0.0,3.3,Long,2
3,2,120,100,100,4,44683,None,,0,0,-3,3,96.4,263,42,None,,1,4,0.5,0.5,1,Jay,1.0,23,1,61.4,243,37,86,False,146.6,328,38,1203,,2021-01-01T10:30:18.225481Z,57,0,0,3,0,,44683.jpg,1.8,0,0,Rodriguez,0.3,False,None,a,4,90,378.0,92,34,52,64619,157,98942,399,0.2,9.1,Rodriguez,3
0,7,103,100,100,6,44699,None,,0,0,0,0,230.7,166,25,None,,0,4,0.0,0.0,1,Ashley,0.5,17,3,90.0,154,29,87,False,153.8,320,37,1298,,2021-02-21T15:00:25.419290Z,60,0,0,1,0,,44699.jpg,2.5,0,0,Barnes,0.2,False,None,a,4,90,522.0,57,25,50,161980,624,164223,269,0.1,8.3,Barnes,4
0,7,470,100,100,10,51927,None,,-1,1,-3,3,50.4,334,110,None,,1,2,2.7,2.7,6,Ben,3.2,34,2,95.8,137,31,88,False,640.0,51,14,2513,,2020-09-07T00:30:12.617922Z,47,0,0,None,0,,51927.jpg,3.6,0,0,Mee,2.6,False,None,a,4,90,263.0,141,18,101,741738,7178,583376,3059,0.7,21.5,Mee,3
4,5,547,100,100,11,60551,1,,0,0,-2,2,732.3,19,15,None,,1,3,6.0,6.0,10,Ashley,6.5,47,3,140.6,67,39,89,False,528.0,88,28,3140,,2021-01-11T12:00:21.212082Z,53,0,0,None,0,,60551.jpg,3.1,0,0,Westwood,0.6,False,None,a,4,90,143.0,223,112,107,88525,15923,108265,1235,1.2,20.2,Westwood,6
0,3,154,100,100,3,60586,3,,0,0,-1,1,123.8,235,140,3,,0,3,0.0,0.0,0,Johann Berg,0.5,18,2,42.1,305,137,90,False,162.6,312,132,1160,,2021-02-17T21:00:23.546436Z,54,0,0,None,0,,60586.jpg,2.4,0,0,Gudmundsson,0.0,False,None,a,4,90,136.0,234,117,45,17438,72,21252,43,0.1,8.3,Gudmundsson,2
3,16,389,100,100,9,60689,None,,0,0,-1,1,293.1,123,16,None,,1,4,8.0,8.0,6,Chris,8.5,37,12,191.0,33,9,91,False,589.8,65,9,2497,,2021-01-31T17:30:27.524314Z,64,0,0,1,0,,60689.jpg,4.4,0,0,Wood,4.1,False,None,a,4,90,1035.0,14,9,132,641154,82464,483773,9168,1.3,20.6,Wood,0
1,6,504,100,100,10,68983,None,,0,0,-1,1,347.1,96,22,None,,1,2,3.5,3.5,6,Matthew,4.0,39,1,96.2,134,28,92,False,505.0,98,36,2790,,2020-09-30T20:00:20.120303Z,44,0,0,None,0,,68983.jpg,3.2,0,0,Lowton,2.3,False,None,a,4,90,109.0,258,80,100,516368,11201,349474,3195,0.9,22.7,Lowton,5
2,2,185,100,100,3,81183,None,,0,0,-2,2,179.3,199,31,None,,0,4,2.0,2.0,5,Matej,2.5,21,3,79.3,185,33,93,False,187.8,290,31,1236,,2021-02-17T18:30:27.291873Z,48,0,0,None,0,,81183.jpg,2.3,0,0,Vydra,1.6,False,None,a,4,90,436.0,77,31,58,278649,6286,218859,4602,0.5,12.1,Vydra,0
